Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Age_Disc,FamilySize,AgeGroup,Fare_EqualFreq
0,3,0.5350590600653431,0,0,0.012589561555343713,False,True,False,False,True,43.0,1,Adult,Low
0,3,0.12038200552902739,3,2,0.05445717323939373,False,True,False,False,True,10.0,6,Child,High
1,1,0.648152802211611,1,1,0.18249984580226933,True,False,False,False,True,52.0,3,Elderly,Very High
1,3,0.33400351847197784,0,0,0.016908073949327893,False,True,False,False,True,27.0,1,Young Adult,Medium
0,1,0.4722292033174164,0,0,0.0,False,True,False,False,True,38.0,1,Adult,Low
1,3,0.33400351847197784,0,1,0.024349578357040744,True,False,False,False,True,27.0,2,Young Adult,Medium
0,3,0.01985423473234481,4,1,0.07746484096553544,False,True,False,False,True,2.0,6,Child,Very High
0,3,0.36792055349407915,0,0,0.013565496559633922,False,True,False,True,False,29.69911764705882,1,Young Adult,Low
0,3,0.36792055349407915,0,0,0.11027245763075773,False,True,False,False,True,29.69911764705882,1,Young Adult,Very High
1,2,0.007288263382759488,0,2,0.07222738817151159,False,True,True,False,False,1.0,3,Child,Very High
1,3,0.36792055349407915,0,0,0.015126992566498259,False,True,False,True,False,29.69911764705882,1,Young Adult,Low
1,1,0.7738125157074642,0,0,0.15614960068643363,True,False,False,False,False,62.0,1,Elderly,Very High
1,3,0.18321186227695402,1,0,0.028212719478023115,True,False,True,False,False,15.0,2,Child,Medium
1,2,0.005152048253329982,1,1,0.03659756266088288,False,True,False,False,True,0.83,3,Child,High
0,3,0.36792055349407915,0,0,0.014110458666029575,False,True,True,False,False,29.69911764705882,1,Young Adult,Low
0,3,0.2837396330736366,0,0,0.015330377421392339,False,True,False,False,True,23.0,1,Young Adult,Low
0,3,0.22090977632571,0,0,0.016200521071217493,False,True,False,False,True,18.0,1,Child,Medium
1,1,0.4847951746670017,1,1,0.16231419173453318,True,False,True,False,False,39.0,3,Adult,Very High
0,3,0.2586076903744659,0,0,0.016908073949327893,False,True,False,False,True,21.0,1,Young Adult,Medium
0,3,0.36792055349407915,0,0,0.015712553569072387,False,True,False,False,True,29.69911764705882,1,Young Adult,Medium
1,3,0.39683337521990447,0,0,0.11027245763075773,False,True,False,False,True,32.0,1,Adult,Very High
1,1,0.36792055349407915,0,0,0.057970539254838485,False,True,True,False,False,29.69911764705882,1,Young Adult,High
0,3,0.24604171902488062,0,0,0.015468569817999833,False,True,False,False,True,20.0,1,Young Adult,Medium
0,2,0.19577783362653933,0,0,0.020494635090094415,False,True,False,False,True,16.0,1,Child,Medium
1,1,0.37170143252073384,0,0,0.060507970265993034,True,False,True,False,False,30.0,1,Young Adult,High
0,3,0.4282483035938678,0,0,0.012565163180236457,False,True,True,False,False,34.5,1,Adult,Low
0,3,0.20834380497612465,0,0,0.016908073949327893,False,True,False,False,True,17.0,1,Child,Medium
0,3,0.5224930887157577,0,0,0.014736618564782174,False,True,False,False,True,42.0,1,Adult,Low
0,3,0.36792055349407915,8,2,0.13575255909676825,False,True,False,False,True,29.69911764705882,11,Young Adult,Very High
0,3,0.4345312892686604,0,0,0.015411575213749286,False,True,True,False,False,35.0,1,Adult,Low
0,2,0.34656948982156316,0,1,0.06441171028315387,False,True,False,False,True,28.0,2,Young Adult,Very High
1,1,0.36792055349407915,1,0,0.17391981561855152,True,False,True,False,False,29.69911764705882,2,Young Adult,Very High
0,3,0.04498617743151546,4,2,0.06104473451835265,False,True,False,False,True,4.0,7,Child,Very High
0,3,0.9246041719024881,0,0,0.015175789316712771,False,True,False,False,True,74.0,1,Elderly,Low
0,3,0.10781603417944208,1,1,0.029757819776815374,True,False,True,False,False,9.0,3,Child,High
1,1,0.19577783362653933,0,1,0.07690367833806856,True,False,False,False,True,16.0,2,Child,Very High
0,2,0.5476250314149284,1,0,0.050748620223090936,True,False,False,False,True,44.0,2,Adult,High
1,3,0.22090977632571,0,1,0.018249984580226933,True,False,False,False,True,18.0,2,Child,Medium
1,1,0.5601910027645137,1,1,0.32179836714362564,True,False,False,False,True,45.0,3,Adult,Very High
1,1,0.6355868308620256,0,0,0.051822148727810165,False,True,False,False,True,51.0,1,Elderly,High
1,3,0.2963056044232219,0,3,0.03758969818624431,True,False,True,False,False,24.0,4,Young Adult,High
0,3,0.36792055349407915,0,0,0.014110458666029575,False,True,True,False,False,29.69911764705882,1,Young Adult,Low
0,3,0.5099271173661725,2,0,0.027537567642055148,False,True,False,False,True,41.0,3,Adult,Medium
0,2,0.2586076903744659,1,0,0.022446505098674838,False,True,False,False,True,21.0,2,Young Adult,Medium
1,1,0.5978889168132697,0,0,0.050610427826483444,True,False,False,False,True,48.0,1,Adult,High
0,3,0.36792055349407915,8,2,0.13575255909676825,True,False,False,False,True,29.69911764705882,11,Young Adult,Very High
0,2,0.2963056044232219,0,0,0.025374310111545468,False,True,False,False,True,24.0,1,Young Adult,Medium
1,2,0.5224930887157577,0,0,0.025374310111545468,True,False,False,False,True,42.0,1,Adult,Medium
1,2,0.33400351847197784,1,0,0.027049600139910042,True,False,True,False,False,27.0,2,Young Adult,Medium
0,1,0.38426740387031916,0,0,0.09856123757927521,False,True,False,False,True,31.0,1,Adult,Very High
0,3,0.36792055349407915,0,0,0.018542765081513996,False,True,False,False,True,29.69911764705882,1,Young Adult,Medium
1,3,0.04498617743151546,1,1,0.021730754366528396,False,True,False,False,True,4.0,3,Child,Medium
0,3,0.32143754712239253,0,0,0.015411575213749286,False,True,False,False,True,26.0,1,Young Adult,Low
1,1,0.5853229454636844,1,1,0.10257896680493714,True,False,False,False,True,47.0,3,Adult,Very High
0,1,0.4093993465694898,0,0,0.009759350042902102,False,True,False,False,True,33.0,1,Adult,Low
0,3,0.5853229454636844,0,0,0.017566830077223785,False,True,False,False,True,47.0,1,Adult,Medium
1,2,0.34656948982156316,1,0,0.04684488020593009,True,False,True,False,False,28.0,2,Young Adult,High
1,3,0.18321186227695402,0,0,0.014102260811993537,True,False,True,False,False,15.0,1,Child,Low
0,3,0.24604171902488062,0,0,0.019217721730481106,False,True,False,False,True,20.0,1,Young Adult,Medium
0,3,0.2334757476752953,0,0,0.015411575213749286,False,True,False,False,True,19.0,1,Young Adult,Low
0,3,0.36792055349407915,0,0,0.015411575213749286,False,True,False,False,True,29.69911764705882,1,Young Adult,Low
1,1,0.6984166876099522,0,1,0.16231419173453318,True,False,True,False,False,56.0,2,Elderly,Very High
1,2,0.3088715757728072,0,1,0.050748620223090936,True,False,False,False,True,25.0,2,Young Adult,High
0,3,0.4093993465694898,0,0,0.015411575213749286,False,True,False,False,True,33.0,1,Adult,Low
0,3,0.2711736617240512,0,0,0.02052723131923771,True,False,False,False,True,22.0,1,Young Adult,Medium
0,2,0.34656948982156316,0,0,0.020494635090094415,False,True,False,False,True,28.0,1,Young Adult,Medium
0,3,0.3088715757728072,0,0,0.013760683560491965,False,True,False,False,True,25.0,1,Young Adult,Low
0,3,0.4847951746670017,0,5,0.05684821399990475,True,False,False,True,False,39.0,6,Adult,High
0,2,0.33400351847197784,0,0,0.025374310111545468,False,True,False,False,True,27.0,1,Young Adult,Medium
1,1,0.2334757476752953,0,0,0.05855610025741262,True,False,False,False,True,19.0,1,Young Adult,High
0,3,0.36792055349407915,1,2,0.04577135170121086,True,False,False,False,True,29.69911764705882,4,Young Adult,High
1,1,0.32143754712239253,0,0,0.05855610025741262,False,True,True,False,False,26.0,1,Young Adult,High
0,3,0.39683337521990447,0,0,0.015126992566498259,False,True,False,True,False,32.0,1,Adult,Low
